"DATE","WIND","IND","RAIN","IND.1","T.MAX","IND.2","T.MIN","T.MIN.G"
1964-03-12,15.37,"0",12.3,"0",8.3,"0",4.9,2.3
1964-03-13,12.87,"0",11.4,"0",9.4,"0",4.9,4.4
1964-03-14,13.21,"0",0.4,"0",12.8,"0",7.1,4.3
1964-03-15,6.54,"0",0,"0",10,"0",0.2,-4.3
1964-03-16,17.41,"0",16.2,"0",5.6,"0",3.3,-1.1
1964-03-17,23.13,"0",0.9,"0",5.7,"0",1.7,0
1964-03-18,22.54,"0",11.1,"0",5.6,"0",3.7,0
1964-03-19,15.37,"0",10.6,"0",10.2,"0",3.6,2
1964-03-20,11.34,"0",0.8,"0",9.8,"0",4.8,2.2
1964-03-21,8.71,"0",1.7,"0",11.1,"0",6.3,1.8
1964-03-22,6.08,"0",0.2,"0",9,"0",6.4,6.6
1964-03-23,11,"0",2.8,"0",12.3,"0",3.9,-0.7
1964-03-24,7.58,"0",8.6,"0",11.4,"0",7.3,4.4
1964-03-25,15.37,"0",0.1,"0",10.3,"0",2.9,0.3
1964-03-26,6,"0",2.8,"0",10.2,"1",-1.1,-5
1964-03-27,9.67,"0",8.7,"0",8,"0",3.9,1.6
1964-03-28,8.92,"0",0.5,"0",7.7,"0",5.8,6.1
1964-03-29,7.71,"0",0.3,"0",7.2,"0",5,4.4
1964-03-30,7.71,"0",0,"0",6.7,"0",0.3,-3.1
1964-03-31,10.58,"0",0,"0",5.7,"0",4.2,-0.5
1964-04-01,12.04,"0",0.3,"0",6.6,"0",4.3,3.4
1964-04-02,10.63,"0",0.1,"0",7.8,"0",0.8,-2.3
1964-04-03,11.83,"0",0,"0",7.2,"0",2.1,-1
1964-04-04,12.75,"0",0,"0",7.7,"0",1.1,-1.4
1964-04-05,6.58,"0",5,"0",11.1,"0",0.5,-3.2
1964-04-06,7.33,"0",0,"0",11.1,"0",3.1,-1.5
1964-04-07,7.29,"0",0,"0",12.6,"1",-1,-3.6
1964-04-08,11.63,"0",0,"0",14,"2",6.1,2.8
1964-04-09,18.05,"0",0.4,"0",14.2,"0",7.8,4
1964-04-10,8.54,"0",0,"0",13.3,"0",1.3,-1.6
1964-04-11,10.04,"0",1.1,"0",14.1,"0",7.2,2.8
1964-04-12,14.37,"0",0.1,"0",13,"0",9.7,8.2
1964-04-13,15.96,"0",2.2,"0",12.7,"0",4.4,1.4
1964-04-14,19.04,"0",1,"0",12.2,"0",4.8,3.4
1964-04-15,10.71,"0",0.7,"0",14,"0",7.2,5
1964-04-16,9.17,"0",7,"0",11.6,"0",7,4.3
1964-04-17,12.79,"0",0.5,"0",12.7,"0",7.1,6.1
1964-04-18,12.87,"0",0,"0",12,"0",7.6,5.5
1964-04-19,4.75,"0",1,"0",12.5,"0",2.3,-1.2
1964-04-20,9.25,"0",3.2,"0",10.7,"0",3.5,-1
1964-04-21,5.41,"0",4.5,"0",9.2,"0",6.1,4.6
1964-04-22,9.04,"0",2.5,"0",11.5,"0",4.4,1.8
1964-04-23,9.79,"0",0,"0",14.6,"0",5.1,1.4
1964-04-24,7.83,"0",6.7,"0",12.2,"0",2.8,-1
1964-04-25,12.29,"0",0,"0",14.6,"0",8.3,7.8
1964-04-26,7.21,"0",2.4,"0",14.6,"0",10.1,4
1964-04-27,11.42,"0",2.5,"0",14.3,"0",9.7,8.6
1964-04-28,11.63,"0",5.8,"0",15.5,"0",9.4,7.7
1964-04-29,15.09,"0",2.8,"0",14.2,"0",7.7,5.7
1964-04-30,14.5,"0",3.4,"0",13.7,"0",6.7,4.8
1964-05-01,11.08,"0",4.5,"0",14,"0",6,3.3
1964-05-02,9.79,"0",1.1,"0",16.6,"0",8.3,7.7
1964-05-03,20.08,"0",3.4,"0",15,"0",8.5,5.4
1964-05-04,19.41,"0",2.2,"0",15.7,"0",7.5,5.6
1964-05-05,15.54,"0",0,"2",15,"0",6.5,4.4
1964-05-06,9.75,"0",1,"0",15.1,"0",10,6.1
1964-05-07,16.66,"0",3.6,"0",15.7,"0",10.5,7.8
1964-05-08,19.7,"0",3.2,"0",14.7,"0",6.5,4.4
1964-05-09,15.96,"0",6.3,"0",14.5,"0",9.6,6.1
1964-05-10,15.92,"0",6,"0",14.4,"0",7.2,4.3
1964-05-11,15.04,"0",0,"0",17.7,"0",8.8,8
1964-05-12,14.37,"0",0,"0",18.3,"0",11.7,9.4
1964-05-13,11.54,"0",0,"0",15.6,"0",6.6,3.3
1964-05-14,9.92,"0",0,"0",16.1,"0",5.1,2.4
1964-05-15,5.25,"0",0,"0",18.4,"0",5,1.7
1964-05-16,5.66,"0",0,"0",20.1,"0",8.3,6.1
1964-05-17,7.08,"0",0.5,"0",17.7,"0",7.4,3.4
1964-05-18,13.46,"0",0.4,"0",18.3,"0",12,9.8
1964-05-19,7.33,"0",3.8,"0",15.1,"0",7.2,4.1
1964-05-20,7.54,"0",0.8,"0",15.2,"0",5.8,2.3
1964-05-21,6.96,"0",0,"0",16.8,"0",11.8,9.3
1964-05-22,10.71,"0",0.7,"0",12.7,"0",9.3,7.5
1964-05-23,10.92,"0",0,"0",16.4,"0",7.7,5.3
1964-05-24,11.08,"0",0,"0",18.2,"0",10.2,8
1964-05-25,11.29,"0",0,"0",18.7,"0",10.6,9
1964-05-26,6.13,"0",0,"0",19.4,"0",6.6,3.1
1964-05-27,8.87,"0",0,"0",19,"0",10,5.8
1964-05-28,10.54,"0",0.5,"0",15,"0",11,9.3
1964-05-29,8.17,"0",0,"0",18.8,"0",11.5,11.2
1964-05-30,3.08,"0",2.8,"0",18.5,"0",6.1,3.2
1964-05-31,13.54,"0",0.3,"0",15.5,"0",11.6,7.7
1964-06-01,17.37,"0",3,"0",10.8,"0",9.4,8.7
1964-06-02,10.67,"0",1.4,"0",11.4,"0",6.7,6.1
1964-06-03,7.67,"0",3.8,"0",16.1,"0",7.2,5
1964-06-04,15.5,"0",0.4,"0",18.4,"0",9.5,9.5
1964-06-05,11.12,"0",1,"0",18.3,"0",12.2,9.4
1964-06-06,8.25,"0",4.2,"0",14.5,"0",11.1,6.2
1964-06-07,10.04,"0",0.4,"0",18.3,"0",11.5,10.3
1964-06-08,10.71,"0",0.3,"0",18,"0",9.5,7.1
1964-06-09,8.58,"0",5.9,"0",17.2,"0",12.6,10.7
1964-06-10,9.62,"0",6.8,"0",19.1,"0",11.6,7.7
1964-06-11,11.21,"0",0.4,"0",19,"0",11.2,9.3
1964-06-12,6.75,"0",7.4,"0",16.8,"0",12.3,11.1
1964-06-13,8.63,"0",0,"0",18.1,"0",10.6,7.3
1964-06-14,13.25,"0",1.3,"0",16.1,"0",7.2,4.3
1964-06-15,15.37,"0",0,"0",16.5,"0",8.2,5.5
1964-06-16,13.21,"0",0.1,"0",19.2,"0",9.7,7.5
1964-06-17,6.17,"0",4,"0",16.3,"0",10.5,8.5
1964-06-18,5.91,"0",0,"0",17.3,"0",8.4,4.7
1964-06-19,13.25,"0",0,"0",15,"0",6.3,2.8
1964-06-20,10.25,"0",0,"0",16.3,"0",4.4,1.8
1964-06-21,8.96,"0",0.2,"0",19.3,"0",4.4,NA
1964-06-22,3.67,"0",1.2,"0",14.5,"0",10.5,8.5
1964-06-23,4.63,"0",1.3,"0",16,"0",9.7,10.3
1964-06-24,4.29,"0",0,"0",20.1,"0",7.1,3.4
1964-06-25,3.92,"0",0,"0",19.6,"0",10.6,7.1
1964-06-26,8,"0",2.4,"0",21.8,"0",10.6,8.1
1964-06-27,10.41,"0",2.1,"0",18.7,"0",13.4,12.7
1964-06-28,5.21,"0",0,"0",17.2,"0",13,12.6
1964-06-29,8.92,"0",0,"0",20,"0",8.8,5.7
1964-06-30,14.88,"0",0,"0",20.6,"0",12.5,10
1964-07-01,7.92,"0",0,"0",20.2,"0",12,9.7
1964-07-02,9.87,"0",0,"0",18.1,"0",12.7,11.4
1964-07-03,6.58,"0",0,"0",16.5,"0",11.3,10.6
1964-07-04,5.21,"0",0,"0",17.3,"0",5.7,2.7
1964-07-05,8.42,"0",0.2,"0",17.8,"0",9.3,8.3
1964-07-06,6.42,"0",0,"0",17.3,"0",7.6,3.8
1964-07-07,19.41,"0",1.9,"0",17.2,"0",11.1,7.3
1964-07-08,16.21,"0",4.3,"0",16.1,"0",10.5,8.5
1964-07-09,14.5,"0",0,"0",17.6,"0",9,6.8
1964-07-10,12.25,"0",3,"0",18.3,"0",7.7,5.5
1964-07-11,13.42,"0",0,"0",20.5,"0",13.3,12.2
1964-07-12,6.54,"0",0,"0",17.7,"0",10.1,7.7
1964-07-13,9.54,"0",2,"0",19.8,"0",10.6,7
1964-07-14,13.54,"0",0,"0",21.1,"0",14.4,14
1964-07-15,11.58,"0",0,"0",22,"0",5,NA
1964-07-16,4.29,"0",3.8,"0",22.3,"0",9,4.8
1964-07-17,4.08,"0",0.2,"0",20.7,"0",14.4,12.2
1964-07-18,4.63,"0",10,"0",16.3,"0",13.4,11.6
1964-07-19,7.79,"0",1,"0",18.3,"0",14,12.6
1964-07-20,2.5,"0",3.9,"0",18.1,"0",12.2,8.8
1964-07-21,1.96,"0",0.3,"0",19.5,"0",12.2,9.7
1964-07-22,4.63,"0",0,"0",21.2,"0",12.7,9.4
1964-07-23,6.83,"0",0,"0",20.8,"0",14.8,14.6
1964-07-24,9.96,"0",0,"0",22.2,"0",14.4,11
1964-07-25,8.17,"0",0,"0",21.7,"0",15.5,14.6
1964-07-26,3.96,"0",0,"0",19.7,"0",10.1,7.8
1964-07-27,15.09,"0",0,"0",21.5,"0",12.3,10.6
1964-07-28,11.96,"0",0.2,"0",21.1,"0",13.2,12.4
1964-07-29,6.71,"0",0,"0",19.6,"0",14.8,13.6
1964-07-30,10.13,"0",0.2,"0",22.3,"0",14.8,14.2
1964-07-31,13.79,"0",0.2,"0",19.7,"0",13.5,12.8
1964-08-01,16.54,"0",0,"0",18.3,"0",13.4,12.2
1964-08-02,14.04,"0",0,"0",20.4,"0",14,12.7
1964-08-03,8.71,"0",0,"0",23.7,"0",15.5,15
1964-08-04,4.42,"0",0,"0",21.8,"0",15.5,12.4
1964-08-05,7.67,"0",11.8,"0",19.1,"0",14.4,10.5
1964-08-06,6.83,"0",3.3,"0",18.8,"0",11.5,11.1
1964-08-07,9.21,"0",10.1,"0",16.5,"0",10.1,8.3
1964-08-08,6.96,"0",1.3,"0",18.4,"0",11.1,10.2
1964-08-09,4.88,"0",1.2,"0",19.1,"0",7.8,8.8
1964-08-10,3.08,"0",4.5,"0",17,"0",13.1,6.4
1964-08-11,3.63,"0",0,"0",18.8,"0",12.8,11.6
1964-08-12,2.46,"0",0,"0",18.2,"0",7.5,5.8
1964-08-13,5.09,"0",0,"0",17.1,"0",12.7,10.5
1964-08-14,3.04,"0",0,"0",18.8,"0",10.1,6.7
1964-08-15,2.79,"0",2.4,"0",19,"0",9.5,6.4
1964-08-16,7.08,"0",13.9,"0",18.5,"0",12.7,10.4
1964-08-17,13.42,"0",24.3,"0",17,"0",14.4,13.8
1964-08-18,15.09,"0",1,"0",16.2,"0",13.8,13.3
1964-08-19,10.67,"0",0,"0",15.4,"0",7.3,5.1
1964-08-20,5.71,"0",2.6,"0",15.5,"0",4.3,-0.4
1964-08-21,4.25,"0",0,"0",15.7,"0",3.3,-0.4
1964-08-22,9.42,"0",0,"0",19.1,"0",7.8,4.1
1964-08-23,13.62,"0",1.2,"0",18.7,"0",13.7,9.5
1964-08-24,15.34,"0",0,"0",21.5,"0",16,13.2
1964-08-25,13,"0",0,"0",22.2,"0",15.7,14.3
1964-08-26,8.04,"0",0,"0",20.5,"0",13.6,8.6
1964-08-27,7.12,"0",0,"0",23.1,"0",10.4,5.6
1964-08-28,11.34,"0",5,"0",18,"0",11.5,7.7
1964-08-29,9.25,"0",0,"0",17.2,"0",8.1,-1.6
1964-08-30,4.38,"0",0,"0",16.8,"0",3.2,1
1964-08-31,7.21,"0",0,"0",16.6,"0",4.2,1.1
1964-09-01,11.29,"0",0.1,"0",17.1,"0",10.3,6.7
1964-09-02,10,"0",0,"0",20,"0",12.2,9.2
1964-09-03,2.04,"0",0,"0",18.3,"0",11.1,8.3
1964-09-04,2.46,"0",0,"0",19,"0",9.3,8.1
1964-09-05,5.63,"0",13.7,"0",16.9,"0",9.3,7.1
1964-09-06,8.58,"0",0,"0",18.3,"0",11,9.1
1964-09-07,10.37,"0",0.2,"0",20.3,"0",9.4,7.3
1964-09-08,12.33,"0",0,"0",18.9,"0",12.6,NA
1964-09-09,13.29,"0",0.8,"0",20.1,"0",13.9,12.8
1964-09-10,14.58,"0",0.1,"0",21.8,"0",16.7,15.6
1964-09-11,10.75,"0",0,"0",19,"0",14.4,13.9
1964-09-12,4.5,"0",0,"0",15.7,"0",5.9,2.2
1964-09-13,9.17,"0",0.4,"0",19.4,"0",8.6,5
1964-09-14,9.42,"0",3.6,"0",19.6,"0",14.4,14
1964-09-15,10.13,"0",17.3,"0",17.8,"0",10.9,7.8
1964-09-16,8.08,"0",0.6,"0",15.6,"0",10.8,8.7
1964-09-17,9.29,"0",0.9,"0",15.2,"0",7.2,4.6
1964-09-18,10.75,"0",1.9,"0",17.2,"0",7.8,5.1
1964-09-19,15.12,"0",0,"0",16.1,"0",8.6,6.4
1964-09-20,10.17,"0",0.4,"0",14.7,"0",5.9,4.1
1964-09-21,8.33,"0",3.5,"0",16.9,"0",3.3,-0.2
1964-09-22,14.21,"0",0,"0",18.4,"0",8.4,NA
1964-09-23,6.83,"0",2,"0",20.6,"0",10.7,6.4
1964-09-24,15.04,"0",1.4,"0",17.7,"0",12.9,7.9
1964-09-25,10.58,"0",1.4,"0",18.4,"0",12.8,8.8
1964-09-26,9.08,"0",0.7,"0",16.1,"0",11.1,6.2
1964-09-27,6.25,"0",0,"0",16.7,"0",9.4,6.7
1964-09-28,6.87,"0",0,"0",19.2,"0",4.1,-0.9
1964-09-29,5.88,"0",0,"0",18.9,"0",7.4,2.9
1964-09-30,3.67,"0",0,"0",15.7,"0",6.7,1.1
1964-10-01,3.08,"0",0,"0",16.1,"0",7.2,2.3
1964-10-02,6.96,"0",0,"0",14.4,"0",6,1.3
1964-10-03,7.67,"0",0,"0",16.2,"0",3.4,-0.9
1964-10-04,6.87,"0",5,"0",17.3,"0",3.4,2.2
1964-10-05,10.41,"0",3.6,"0",16,"0",13.4,11.6
1964-10-06,16.46,"0",8.8,"0",15.4,"0",7.3,4.3
1964-10-07,18.71,"0",0.5,"0",13.6,"0",11,8.2
1964-10-08,14.83,"0",2.3,"0",11.9,"0",7.7,3.7
1964-10-09,7.12,"0",24.5,"0",10.6,"0",4.9,-1
1964-10-10,15.37,"0",1.6,"0",10.4,"0",0.6,0
1964-10-11,8.71,"0",0.4,"0",10.4,"0",1.6,-1.4
1964-10-12,6.75,"0",2.2,"0",12.1,"0",1.6,-1.6
1964-10-13,9.08,"0",2.7,"0",9,"0",0,-1.1
1964-10-14,9.13,"0",2.7,"0",10.4,"0",3.3,4
1964-10-15,12.04,"0",0.5,"0",10.7,"0",5.1,2.9
1964-10-16,10.13,"0",0.4,"0",12.8,"0",5.7,1.1
1964-10-17,5.58,"0",0,"0",12.4,"0",1.8,-1.8
1964-10-18,4.17,"0",0.2,"0",17.2,"2",4,NA
1964-10-19,5.17,"0",0,"0",17.1,"0",11.8,6.6
1964-10-20,5.75,"0",1.2,"0",16,"0",6.2,1.7
1964-10-21,5.25,"0",0,"0",15.4,"0",10.2,6.7
1964-10-22,12,"0",1.6,"0",10.4,"0",6.2,3.9
1964-10-23,14.71,"0",0.1,"0",9.3,"0",5,-0.7
1964-10-24,10.37,"0",1,"0",11,"0",0.8,-2.6
1964-10-25,6.25,"4",0,"0",12.8,"0",4.3,NA
1964-10-26,6.25,"0",0.9,"0",14.4,"0",6.3,3.7
1964-10-27,2.54,"0",0,"0",15.3,"0",7.8,3.3
1964-10-28,2.46,"0",0,"0",13.2,"0",2.3,-1.2
1964-10-29,1.92,"0",0,"0",10.3,"0",4.4,0.1
1964-10-30,1.75,"0",0,"0",11.7,"0",4.9,2.1
1964-10-31,6.21,"0",0.3,"0",12.8,"0",7.8,6.1
1964-11-01,2.46,"0",0,"0",12.1,"0",5.4,2.2
1964-11-02,6.17,"0",0,"0",10.9,"0",1.1,-1.9
1964-11-03,8.54,"0",0,"0",10.7,"0",2.1,-2.2
1964-11-04,9.67,"0",0,"0",10.6,"0",5.4,0.4
1964-11-05,8,"0",0,"0",10.2,"0",8.2,7.2
1964-11-06,5.88,"0",0,"0",9.7,"0",7.2,6.4
1964-11-07,9.21,"0",0,"0",10.1,"0",1.8,-2.6
1964-11-08,7.71,"0",0,"0",9.4,"0",0.6,-4
1964-11-09,3.46,"0",0,"0",10.1,"1",-5,-7.8
1964-11-10,2.96,"0",0.7,"0",10.2,"1",-5,-7.9
1964-11-11,8.96,"0",0.3,"0",14.1,"3",-3.9,-6.9
1964-11-12,14.04,"0",1.9,"0",14.3,"0",3.3,3.2
1964-11-13,16.13,"0",0.6,"0",14.3,"0",7.9,5.7
1964-11-14,24.08,"0",1.1,"0",11.4,"0",9.2,7.2
1964-11-15,17.88,"0",2.2,"0",12.8,"0",5.4,2.8
1964-11-16,17.33,"0",6.3,"0",13.3,"0",7.1,7.3
1964-11-17,9.62,"0",5.2,"0",15.6,"0",5.8,2.8
1964-11-18,12.42,"0",0.3,"0",14.4,"0",7.4,2.8
1964-11-19,11.29,"0",0,"0",12.6,"0",10.9,8.3
1964-11-20,9.25,"0",0,"0",11.1,"0",5.1,-0.2
1964-11-21,6.46,"0",0.3,"0",13.8,"0",4.6,1.6
1964-11-22,11.63,"0",0.1,"0",12.9,"2",6.3,6.8
1964-11-23,13.54,"0",0,"0",14,"0",7.6,7.8
1964-11-24,18.16,"4",0,"0",14.4,"0",8.2,NA
1964-11-25,8.5,"0",0.1,"0",13.4,"0",9.8,8.2
1964-11-26,13.21,"0",1.7,"0",13.2,"0",9.9,8
1964-11-27,16.08,"0",0,"0",7,"0",2.1,-1
1964-11-28,15.41,"0",1.6,"0",6.8,"0",0.4,-2.4
1964-11-29,14.71,"0",0.7,"0",7.2,"0",0.8,NA
1964-11-30,11.12,"0",0,"0",6.8,"1",-0.9,-6
1964-12-01,12.42,"4",0,"0",7.8,"0",2.2,-1.1
1964-12-02,15.04,"0",0.7,"0",10.3,"1",-1.4,-6.1
1964-12-03,15.79,"0",0.1,"0",7.2,"0",3.3,1.4
1964-12-04,9.54,"0",1.4,"0",10.7,"0",2.1,-1
1964-12-05,16.42,"0",0.4,"0",12.1,"0",1.1,-0.4
1964-12-06,19.38,"0",11.4,"0",12.7,"0",7.8,7.8
1964-12-07,16.75,"0",7,"0",13.7,"0",6.3,1.7
1964-12-08,20.88,"0",15.5,"0",12.9,"0",4.8,2.6
1964-12-09,13.54,"4",0,"0",11,"0",6.8,7.2
1964-12-10,7.17,"0",0,"0",8.2,"0",0.2,-4
1964-12-11,14,"0",11.8,"0",13.3,"1",-3.2,-7.9
1964-12-12,12.75,"0",18.5,"0",13.2,"1",-2.6,NA
1964-12-13,15.71,"0",0,"0",12.4,"0",4.4,2.3
1964-12-14,8.87,"0",0,"0",5.1,"0",0.1,-4.4
1964-12-15,7.83,"0",6.7,"0",9,"1",-4,-8.3
1964-12-16,9.87,"0",0.7,"0",7.9,"1",-3.9,NA
1964-12-17,8.21,"0",0.2,"0",6.7,"0",4.4,0
1964-12-18,3.21,"0",0,"0",4.4,"0",1.9,-1.7
1964-12-19,6.29,"0",0.5,"0",7.1,"0",0.8,-0.3
1964-12-20,10.21,"4",0,"0",7.4,"0",1.8,-0.1
1964-12-21,14.37,"0",0.3,"0",7.1,"0",3.2,-0.6
1964-12-22,15.04,"4",0,"2",7,"0",5.3,3
1964-12-23,10.34,"0",4.3,"0",6.2,"0",4.6,2.7
1964-12-24,10.17,"0",0,"0",5.6,"0",1.1,-1.2
1964-12-25,10.79,"4",0,"0",5,"1",-2.7,-5.7
1964-12-26,8.71,"0",18.7,"0",3.7,"1",-2.6,-5.6
1964-12-27,10.37,"0",2.8,"0",4.2,"1",-0.9,-2.2
1964-12-28,6.96,"0",1.8,"0",7.9,"1",-3.6,-7.9
1964-12-29,17.88,"0",1.3,"0",9.4,"1",-3.4,NA
1964-12-30,20.3,"0",3.4,"0",5.6,"0",5,3.9
1964-12-31,19.83,"0",0.3,"0",6.2,"0",1.6,-0.4
1965-01-01,10.25,"0",0,"4",NA,"4",NA,-2.2
1965-01-02,7.79,"0",0.6,"4",NA,"4",NA,-5.5
1965-01-03,8.63,"4",0,"4",NA,"4",NA,-4.6
1965-01-04,7.71,"4",0,"4",NA,"4",NA,-7.7
1965-01-05,7.62,"4",0,"4",NA,"4",NA,-10.4
1965-01-06,14.79,"0",0.2,"4",NA,"4",NA,3.2
1965-01-07,13.17,"0",2.9,"4",NA,"4",NA,8.4
1965-01-08,13.21,"0",1.4,"4",NA,"4",NA,2.6
1965-01-09,21.84,"0",5.6,"4",NA,"4",NA,0.5
1965-01-10,19.62,"0",0.3,"4",NA,"4",NA,6.6
1965-01-11,18.12,"0",0.3,"4",NA,"4",NA,5.2
1965-01-12,17.21,"0",4.1,"4",NA,"4",NA,0.5
1965-01-13,23.45,"0",3.9,"4",NA,"4",NA,-0.7
1965-01-14,20.12,"0",3.5,"4",NA,"4",NA,-1.1
1965-01-15,17.08,"0",5.5,"4",NA,"4",NA,-0.7
1965-01-16,18.84,"0",4.7,"4",NA,"4",NA,0
1965-01-17,28.5,"0",13.7,"4",NA,"4",NA,1.1
1965-01-18,16.96,"4",0,"4",NA,"4",NA,0.6
1965-01-19,10.63,"0",32.4,"4",NA,"4",NA,-4.3
1965-01-20,20.12,"0",2.1,"4",NA,"4",NA,0.5
1965-01-21,10.63,"0",3.5,"4",NA,"4",NA,-6.1
1965-01-22,11.34,"0",0,"4",NA,"4",NA,-3.4
1965-01-23,9.92,"0",1,"4",NA,"4",NA,-1.1
1965-01-24,5.58,"0",0.2,"4",NA,"4",NA,-1.1
1965-01-25,5.5,"0",0,"4",NA,"4",NA,-0.3
1965-01-26,8.87,"0",4.2,"4",NA,"4",NA,0.4
1965-01-27,9.33,"0",4.9,"4",NA,"4",NA,-0.6
1965-01-28,10.29,"0",3.3,"4",NA,"4",NA,-1.4
1965-01-29,13.29,"0",0,"4",NA,"4",NA,-0.6
1965-01-30,15.09,"0",0,"4",NA,"4",NA,-0.5
1965-01-31,13.88,"0",0,"4",NA,"4",NA,0
1965-02-01,8.63,"0",0,"4",NA,"4",NA,-7.2
1965-02-02,8.83,"0",0,"4",NA,"4",NA,-2.6
1965-02-03,4.21,"0",0,"4",NA,"4",NA,-9.2
1965-02-04,3.63,"0",0,"4",NA,"4",NA,-1
1965-02-05,5.66,"0",0,"4",NA,"4",NA,-6.2
1965-02-06,4.79,"0",0,"4",NA,"4",NA,0.5
1965-02-07,9.38,"0",0,"4",NA,"4",NA,2.6
1965-02-08,4.79,"0",0,"4",NA,"4",NA,-3.2
1965-02-09,6,"0",0.3,"4",NA,"4",NA,2.5
1965-02-10,7.29,"0",0,"4",NA,"4",NA,0
1965-02-11,12.87,"0",0,"4",NA,"4",NA,1.2
1965-02-12,21.04,"0",0.9,"4",NA,"4",NA,5
1965-02-13,18.63,"4",0,"4",NA,"4",NA,0.2
1965-02-14,9.29,"0",0,"4",NA,"4",NA,-4.5
1965-02-15,8.33,"0",0,"4",NA,"4",NA,1.3
1965-02-16,5.88,"0",0,"4",NA,"4",NA,-0.2
1965-02-17,9.42,"4",0,"4",NA,"4",NA,4.8
1965-02-18,4.25,"4",0,"4",NA,"4",NA,-4.5
1965-02-19,13.46,"4",0,"4",NA,"4",NA,4.6
1965-02-20,15.92,"0",1.1,"4",NA,"4",NA,3.2
1965-02-21,11.83,"0",0.4,"4",NA,"4",NA,0.8
1965-02-22,10,"0",0.1,"4",NA,"4",NA,1.7
1965-02-23,7.41,"0",1.5,"4",NA,"4",NA,2.6
1965-02-24,12.42,"0",1,"4",NA,"4",NA,-0.5
1965-02-25,4.79,"0",0,"4",NA,"4",NA,-7.7
1965-02-26,10.83,"0",0.4,"4",NA,"4",NA,-5.8
1965-02-27,8.46,"0",0.1,"4",NA,"4",NA,-1.2
1965-02-28,11,"0",1.1,"4",NA,"4",NA,-5.5
1965-03-01,17.33,"0",3.1,"4",NA,"4",NA,-5.5
1965-03-02,8.79,"0",0.4,"4",NA,"4",NA,-8.8
1965-03-03,14.83,"0",6.3,"4",NA,"4",NA,-5.5
1965-03-04,22.46,"0",0,"4",NA,"4",NA,-0.3
1965-03-05,11.54,"0",0,"4",NA,"4",NA,-3.4
1965-03-06,8.46,"0",0,"4",NA,"4",NA,-7.7
1965-03-07,10.63,"0",0,"4",NA,"4",NA,-7
1965-03-08,8.46,"0",0,"4",NA,"4",NA,-5.5
1965-03-09,9.33,"0",0,"4",NA,"4",NA,-8.1
1965-03-10,18.34,"0",0,"4",NA,"4",NA,0.7
1965-03-11,12.42,"0",0.4,"4",NA,"4",NA,-2.5
1965-03-12,13.17,"0",0.6,"4",NA,"4",NA,4.4
1965-03-13,8.58,"4",0,"4",NA,"4",NA,-0.3
1965-03-14,9.21,"0",0,"4",NA,"4",NA,3.5
1965-03-15,15.92,"0",2.4,"4",NA,"4",NA,4.8
1965-03-16,20.3,"0",1.3,"4",NA,"4",NA,4.4
1965-03-17,6.63,"0",0.6,"4",NA,"4",NA,2.1
1965-03-18,12.96,"0",0.7,"4",NA,"4",NA,-0.7
1965-03-19,7.12,"0",3.2,"4",NA,"4",NA,-1.6
1965-03-20,12.58,"0",6.6,"4",NA,"4",NA,2.3
1965-03-21,12.08,"0",5,"4",NA,"4",NA,4
1965-03-22,8.38,"0",4.5,"4",NA,"4",NA,3.8
1965-03-23,10.5,"0",1,"4",NA,"4",NA,6.1
1965-03-24,14.04,"0",2.7,"4",NA,"4",NA,2.2
1965-03-25,17.12,"0",6.8,"4",NA,"4",NA,0
1965-03-26,14.04,"0",0.6,"4",NA,"4",NA,2.6
1965-03-27,16.66,"4",0,"4",NA,"4",NA,8.3
1965-03-28,7.41,"0",0,"4",NA,"4",NA,-1.1
1965-03-29,5.71,"0",0,"4",NA,"4",NA,-5.2
1965-03-30,10.83,"0",0,"4",NA,"4",NA,-3.2
1965-03-31,10.67,"0",0,"4",NA,"4",NA,-0.5
1965-04-01,8.67,"0",0,"0",11.1,"0",6.1,-2.2
1965-04-02,8.12,"0",0,"0",16.7,"0",1.8,-3.2
1965-04-03,8.71,"0",0,"0",15,"0",0,-4.3
1965-04-04,11.34,"0",1,"0",13.8,"0",7.2,4.4
1965-04-05,4.88,"0",1.4,"0",10.7,"0",6.4,2.7
1965-04-06,9.17,"0",1,"0",11.7,"0",0.6,-3.3
1965-04-07,8.08,"0",0.2,"0",11.8,"0",1.9,-2.2
1965-04-08,9.92,"0",0.6,"0",13.9,"2",7,4.6
1965-04-09,12.17,"0",10.2,"0",13.9,"0",2.9,-1.7
1965-04-10,18,"0",0.9,"0",12.2,"0",6.6,6.8
1965-04-11,19.55,"0",3.9,"0",9.4,"0",3.7,1.7
1965-04-12,18.66,"0",0.6,"0",12.1,"0",4.4,1.9
1965-04-13,10.37,"0",4.3,"0",12.9,"0",3.4,-0.1
1965-04-14,12.46,"0",1.3,"0",14.6,"0",7.4,6.7
1965-04-15,15.34,"0",0.1,"0",14.4,"0",10.6,9.7
1965-04-16,16.21,"0",0.8,"0",14.4,"0",7.7,5.3
1965-04-17,27.08,"0",1,"0",13.9,"0",10.1,9.8
1965-04-18,21.87,"0",0.8,"0",12.3,"0",3.9,0.6
1965-04-19,20.38,"0",0.1,"0",11.7,"0",0.7,-0.8
1965-04-20,8.04,"0",0,"0",8.9,"0",1.7,-1.9
1965-04-21,7.5,"4",0,"0",10.1,"1",-1.7,-6.1
